Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023 12:00,14/2/2023 16:00,14/2/2023 20:00,15/2/2023 00:00,15/2/2023 04:00,15/2/2023 08:00,15/2/2023 12:00,15/2/2023 16:00,15/2/2023 20:00,16/2/2023 00:00,16/2/2023 04:00,16/2/2023 08:00,16/2/2023 12:00,16/2/2023 16:00,16/2/2023 20:00,17/2/2023 00:00,17/2/2023 04:00,17/2/2023 08:00,17/2/2023 12:00,17/2/2023 16:00,17/2/2023 20:00,18/2/2023 00:00,18/2/2023 04:00,18/2/2023 08:00,18/2/2023 12:00,18/2/2023 16:00,18/2/2023 20:00,19/2/2023 00:00,19/2/2023 04:00,19/2/2023 08:00,19/2/2023 12:00,19/2/2023 16:00,19/2/2023 20:00,20/2/2023 00:00,20/2/2023 04:00,20/2/2023 08:00,20/2/2023 12:00,20/2/2023 16:00,20/2/2023 20:00,21/2/2023 00:00,21/2/2023 04:00,21/2/2023 08:00,21/2/2023 12:00,21/2/2023 16:00,21/2/2023 20:00,22/2/2023 00:00,22/2/2023 04:00,22/2/2023 08:00,22/2/2023 12:00,22/2/2023 16:00,22/2/2023 20:00,23/2/2023 00:00,23/2/2023 04:00,23/2/2023 08:00,23/2/2023 12:00,23/2/2023 16:00,23/2/2023 20:00,24/2/2023 00:00,24/2/2023 04:00,24/2/2023 08:00,24/2/2023 12:00,24/2/2023 16:00,24/2/2023 20:00,25/2/2023 00:00,25/2/2023 04:00,25/2/2023 08:00,25/2/2023 12:00,25/2/2023 16:00,25/2/2023 20:00,26/2/2023 00:00,26/2/2023 04:00,26/2/2023 08:00,26/2/2023 12:00,26/2/2023 16:00,26/2/2023 20:00,27/2/2023 00:00,27/2/2023 04:00,27/2/2023 08:00,27/2/2023 12:00,27/2/2023 16:00,27/2/2023 20:00,28/2/2023 00:00,28/2/2023 04:00,28/2/2023 08:00,28/2/2023 12:00,28/2/2023 16:00,28/2/2023 20:00,1/3/2023 00:00,1/3/2023 04:00,1/3/2023 08:00,1/3/2023 12:00,1/3/2023 16:00,1/3/2023 20:00,2/3/2023 00:00,2/3/2023 04:00,2/3/2023 08:00,2/3/2023 12:00,2/3/2023 16:00,2/3/2023 20:00,3/3/2023 00:00,3/3/2023 04:00,3/3/2023 08:00,3/3/2023 12:00,3/3/2023 16:00,3/3/2023 20:00,4/3/2023 00:00,4/3/2023 04:00,4/3/2023 08:00,4/3/2023 12:00,4/3/2023 16:00,4/3/2023 20:00,5/3/2023 00:00,5/3/2023 04:00,5/3/2023 08:00,5/3/2023 12:00,5/3/2023 16:00,5/3/2023 20:00,6/3/2023 00:00,6/3/2023 04:00,6/3/2023 08:00,6/3/2023 12:00,6/3/2023 16:00,6/3/2023 20:00,7/3/2023 00:00,7/3/2023 04:00,7/3/2023 08:00,7/3/2023 12:00,7/3/2023 16:00,7/3/2023 20:00
940 110012305898,w1620,940 110009422306,2415,No Shade,,7,3,5,8,,,3,10,28,3,1,2,,14,4,4,1,,7,9,6,1,4,3,,2,11,3,2,24,8,13,10,6,4,,2,7,,2,,4,1,17,1,2,,,,3,,4,5,,5,2,,1,6,,7,3,1,3,1,2,4,1,6,13,1,,8,7,29,4,,,,3,33,5,,,,6,14,11,4,,3,19,7,4,1,2,,6,15,6,2,,3,8,2,1,1,2,6,2,1,7,,,3,5,6,3,,,,,,,,,,
940 110012305898,w1620,940 110009422259,2652,No Shade,,6,2,1,3,3,7,3,15,19,7,9,20,1,7,12,23,3,1,5,2,13,5,4,8,9,3,3,4,14,2,10,2,4,2,1,4,7,8,9,4,1,1,1,3,3,9,5,,8,8,10,9,8,16,15,3,3,10,1,3,9,3,,5,2,4,12,12,7,12,10,5,21,9,57,2,26,11,8,9,3,6,2,,9,9,16,8,5,,2,8,18,34,4,14,12,8,5,11,6,7,3,12,10,3,,,2,3,3,14,3,1,4,4,3,6,,,,,,,,,,
940 110012305898,w1620,940 110009538695,W192286,No Shade,,6,7,5,6,3,5,6,21,5,,2,5,3,3,15,,2,1,2,6,2,3,1,4,1,30,21,4,7,2,6,10,8,9,2,6,4,2,31,7,16,1,5,10,2,,2,,4,10,7,4,5,6,14,12,3,7,5,,8,3,3,,9,17,17,5,19,3,4,6,7,6,8,5,6,1,45,41,5,11,5,,,6,6,5,5,4,5,3,3,4,11,,19,9,12,10,14,2,4,21,19,7,10,1,7,8,,3,12,4,8,14,5,,,,,,,,,,,
940 110012305898,w1620,940 110009538619,W952,No Shade,,1,15,2,2,1,,6,21,3,5,16,10,10,6,11,3,1,1,9,5,6,7,8,,6,4,6,2,3,10,3,9,11,1,7,,5,2,6,6,6,2,2,5,26,1,,,4,7,4,2,8,1,3,5,7,5,,2,2,5,11,7,2,4,3,18,14,13,2,5,3,3,25,7,7,1,10,6,5,9,6,1,4,8,18,5,,7,4,2,2,6,2,,5,8,5,4,,1,3,6,2,7,3,1,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110009422194,2405,No Shade,,3,7,18,3,2,11,3,16,5,5,10,40,,7,5,2,10,5,7,5,6,14,1,7,3,5,3,3,14,3,12,8,12,17,3,7,19,4,2,6,9,9,3,5,7,21,8,24,8,8,13,7,4,16,,5,4,11,14,23,9,9,9,1,3,5,2,9,8,1,3,1,3,6,12,1,5,18,6,6,25,11,8,3,1,17,2,2,4,10,2,10,16,4,4,,12,3,5,9,3,5,2,2,13,2,3,1,8,5,3,4,12,3,3,,,,,,,,,,,,,
940 110012305898,w1620,940 110009540560,W192436,No Shade,,3,11,6,4,3,,6,4,3,5,14,4,,4,16,1,6,4,1,32,10,1,9,3,8,4,5,3,5,10,1,10,4,7,1,27,9,3,5,1,9,9,2,6,7,7,3,12,3,5,11,2,3,1,,15,24,7,21,27,7,7,3,5,6,4,11,11,16,4,1,23,13,4,3,2,4,1,10,5,7,5,1,4,6,8,2,9,5,2,5,1,10,,7,3,,20,3,5,,1,2,5,11,2,,,2,5,3,3,17,1,4,4,25,5,,,,,,,,,,
940 110012305898,w1620,940 110009540428,W1698,No Shade,,2,11,8,5,,2,3,16,38,13,4,,,9,3,,6,2,4,,5,1,2,1,4,9,29,6,1,14,5,7,4,19,30,8,27,6,14,9,10,15,1,5,5,5,6,,4,12,5,8,6,6,3,8,2,1,8,,,1,6,4,2,2,1,,2,1,,1,2,,1,2,5,1,1,,1,2,1,,,2,3,2,,,2,1,3,,1,1,,10,2,1,6,,3,2,,,3,,1,3,3,,,,,1,,,,,,,,,,,,
940 110012305898,w1620,940 110012566439,2475,No Shade,,5,1,8,,5,2,3,1,4,6,3,3,10,15,5,3,1,,8,2,6,1,,11,15,10,8,1,1,2,2,11,7,1,2,1,2,5,3,6,1,6,2,16,6,2,6,,8,5,4,5,5,4,1,7,10,11,,,,11,6,8,,1,4,1,8,6,,4,3,13,10,3,8,1,4,7,6,7,4,1,8,6,6,3,1,,,10,7,12,20,2,4,7,10,4,,1,1,10,14,15,3,,6,9,7,9,7,5,10,24,1,4,,,,,,,,,,
940 110012305898,w1620,940 110006543874,Y499,No Shade,3,69,11,7,11,,9,4,6,5,1,5,12,5,7,6,5,10,10,3,15,24,1,7,15,26,7,7,7,9,,2,14,12,5,2,21,6,9,15,10,2,11,7,22,10,,5,22,3,9,9,7,,4,3,4,4,6,11,11,15,10,5,8,12,10,6,3,8,3,16,3,5,7,8,6,25,16,10,7,19,9,9,11,16,7,2,3,8,18,13,19,6,5,5,5,11,17,17,10,9,9,21,8,2,4,1,27,20,1,2,3,72,1,,,,,,,,,,,,,,
940 110012305898,w1620,940 110006544250,Y1018,No Shade,,3,6,1,2,1,11,3,6,2,1,4,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,1,1,3,2,4,3,1,3,5,1,,2,1,7,,2,4,1,,1,5,4,9,4,7,3,12,3,8,8,4,7,4,6,35,2,12,12,3,6,5,11,5,6,20,8,4,7,11,7,6,19,5,3,4,8,6,10,4,1,19,8,6,15,7,12,11,35,1,3,5,8,,,,,,,,,,,
940 110012305898,w1620,940 110009541648,2664,No Shade,,2,8,5,1,21,,5,11,3,6,20,7,17,2,6,,3,8,6,1,10,2,2,11,16,36,6,4,4,10,9,11,5,2,7,5,9,7,7,,2,8,1,4,13,5,5,10,2,7,6,12,6,6,23,15,2,2,,3,6,6,5,10,13,6,12,3,8,5,2,16,8,20,3,10,22,4,20,8,4,5,5,4,24,12,28,14,3,2,2,69,6,,4,13,12,26,10,14,11,22,5,3,24,37,10,1,4,4,1,19,16,3,8,10,2,3,,,,,,,,,,
940 110012305898,w1620,940 110009541057,w192346,No Shade,1,9,12,17,3,4,10,6,16,8,4,7,2,1,4,8,8,12,,4,5,10,1,1,,2,7,4,9,16,33,5,6,15,4,1,2,8,1,9,10,8,7,3,3,37,10,21,,6,1,7,2,4,5,7,5,1,6,6,6,5,1,9,9,4,26,6,28,12,4,1,1,11,6,2,8,,4,,13,6,13,3,3,4,14,7,5,6,5,7,1,1,28,27,3,27,18,7,3,5,2,9,10,3,7,,4,7,10,13,17,13,,3,2,3,7,,,,,,,,,,
940 110012305898,w1620,940 110009538428,3721,No Shade,,5,10,9,7,3,4,5,1,8,13,6,1,6,18,6,6,39,16,9,10,8,2,2,12,6,5,3,19,7,14,14,18,3,4,2,5,11,5,,2,2,3,6,28,18,9,10,13,6,8,7,16,15,10,24,11,18,9,4,3,13,9,8,3,3,2,6,13,5,5,2,5,7,8,4,2,8,7,1,13,9,5,58,53,2,5,9,12,10,6,2,3,6,6,12,4,5,27,8,5,12,17,12,5,18,6,8,6,31,16,6,2,24,4,12,16,19,1,,,,,,,,,,
940 110012305898,w1620,940 110012567361,2577,No Shade,,5,4,5,,6,6,4,10,1,5,18,14,7,13,13,4,7,1,2,2,5,5,,7,7,12,7,3,10,2,8,11,7,1,1,11,5,6,6,4,2,2,3,10,5,6,3,2,1,20,6,3,4,3,2,1,2,2,30,,,4,4,4,2,,6,6,5,,28,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110012554703,2632,No Shade,,5,2,2,3,1,8,4,18,18,4,12,10,3,13,6,2,5,20,10,4,7,,5,7,5,5,12,7,2,17,9,1,12,2,1,13,9,5,17,7,7,7,5,8,8,1,5,9,20,3,2,3,6,7,4,9,31,3,8,20,2,13,21,11,1,9,2,9,3,4,9,32,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110012554665,2937,No Shade,,2,3,9,5,,,2,17,6,6,9,,5,3,17,2,15,1,37,88,23,4,3,2,10,36,24,4,6,6,2,4,2,11,2,4,9,7,10,3,,5,4,5,42,6,5,38,5,2,6,13,6,12,26,9,9,13,2,7,1,3,5,53,2,3,5,12,2,8,5,14,23,9,6,4,9,37,22,8,11,13,8,3,7,6,12,2,2,5,6,14,7,33,18,10,16,9,6,2,3,2,7,17,7,19,2,15,12,3,8,16,2,1,7,4,2,11,,,,,,,,,,
940 110012305898,w1620,940 110006719427,2339,No Shade,,1,7,8,2,6,8,2,9,5,3,11,10,6,9,6,4,14,18,,7,8,2,33,13,8,5,12,6,12,7,9,5,5,7,3,9,8,14,50,4,1,5,33,5,6,2,9,11,9,9,11,10,3,4,8,8,2,5,4,32,18,11,14,9,3,10,6,5,11,10,30,14,15,9,11,1,13,19,14,6,5,11,35,20,2,15,10,47,13,14,3,8,9,9,29,1,6,10,10,19,20,26,19,3,4,12,9,,17,8,4,10,20,32,29,42,3,3,,,,,,,,,,
940 110012305898,w1620,940 110009541333,w192437,No Shade,1,10,13,6,6,2,9,2,19,8,3,3,27,12,9,9,41,75,13,11,6,18,7,3,3,,3,3,6,15,2,6,9,2,14,1,5,14,9,6,5,22,,3,2,9,1,3,,19,15,18,3,5,19,,11,8,6,20,3,19,9,12,9,11,12,16,2,17,5,29,1,3,3,5,4,6,21,5,11,1,7,6,,5,6,4,5,2,,2,,2,23,,3,20,16,3,7,,15,7,7,11,10,1,24,4,9,7,10,11,1,9,11,8,4,,,,,,,,,,
940 110012305898,w1620,940 110009530573,W1754,No Shade,,4,18,2,5,3,5,6,7,7,11,5,7,2,12,4,3,11,4,5,12,6,2,1,2,5,7,12,6,20,5,10,6,20,2,5,6,28,42,19,11,8,21,,1,4,17,9,2,1,17,10,15,8,13,6,18,4,5,7,1,5,,,,,,2,,1,,1,5,1,,1,8,3,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110012554759,W1609,No Shade,,12,6,17,9,,6,1,3,1,6,3,,4,5,12,6,3,11,3,7,7,9,13,3,2,5,6,4,5,3,4,8,2,,,6,6,,9,11,14,,10,9,11,9,2,2,16,4,4,1,8,15,11,6,6,6,5,,23,3,4,3,6,5,10,,5,2,4,,12,8,30,21,6,1,6,8,5,16,28,,1,5,5,6,14,2,10,22,4,9,5,40,11,6,18,6,13,9,12,5,5,2,9,4,5,5,2,2,7,8,3,13,1,,,,,,,,,,,
940 110012305898,w1620,940 110012566374,2532,No Shade,,6,11,18,6,,1,2,5,3,5,7,7,6,5,1,2,15,12,3,5,8,7,1,3,2,13,9,9,20,5,3,7,3,1,4,6,5,6,3,,1,3,18,8,6,1,18,3,6,3,5,22,3,7,13,5,4,10,15,44,14,25,21,3,9,11,6,,4,,3,10,2,2,17,38,5,14,13,7,6,10,36,17,6,3,3,10,18,3,3,8,8,1,7,4,9,4,4,3,13,18,1,6,3,,11,9,,4,3,23,10,21,7,8,12,5,,,,,,,,,,
940 110012305898,w1620,940 110009423076,2967,No Shade,,9,8,7,17,5,9,8,8,6,13,4,10,3,9,8,3,2,31,8,6,5,4,,,12,8,1,6,9,10,12,2,2,3,1,3,7,6,13,4,2,12,17,13,2,3,2,6,12,6,13,16,5,47,5,12,3,4,5,2,8,16,10,5,5,3,20,4,4,24,12,5,10,19,5,2,8,9,12,6,11,7,11,,2,6,3,16,27,15,8,2,4,14,4,29,46,8,13,16,,5,3,6,4,9,12,1,2,8,3,14,10,3,5,2,6,1,,,,,,,,,,
940 110012305898,w1620,940 110009539735,2570,No Shade,,6,9,2,,,,1,3,29,43,23,10,3,13,2,,10,4,6,14,7,1,6,18,29,5,8,1,,3,5,9,5,3,6,9,3,8,3,8,7,3,9,19,6,8,10,6,27,15,6,8,8,9,1,18,4,3,45,12,2,4,6,2,2,16,15,14,8,9,7,19,5,10,4,1,18,14,3,4,8,10,20,16,3,11,5,9,7,1,5,4,14,1,5,15,,14,5,7,,2,4,5,10,11,7,23,10,1,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110009538608,2954,No Shade,,6,2,16,13,4,,4,23,4,5,5,,3,7,6,1,,,3,11,5,3,4,7,1,13,9,5,6,10,18,4,26,40,2,33,42,22,7,2,8,10,13,2,4,5,7,,2,9,17,7,,,7,29,3,14,5,,17,9,3,15,4,37,12,5,15,15,12,19,4,33,40,2,11,11,6,5,17,11,5,,5,19,5,,4,1,3,3,2,4,8,,9,15,3,12,3,1,6,8,16,8,14,,5,14,15,10,11,,9,12,,,,,,,,,,,,
940 110012305898,w1620,940 110009538759,2481,No Shade,,2,10,2,8,1,2,3,12,6,16,15,,2,2,5,,5,1,2,4,12,,1,,,10,27,7,11,,1,15,1,2,4,2,10,12,10,6,3,3,3,42,112,131,5,47,37,22,14,10,7,2,6,10,19,8,7,23,2,11,3,3,16,10,7,7,14,7,11,,12,5,5,1,11,2,1,8,12,9,4,2,4,9,7,11,10,,3,1,12,1,8,1,2,7,10,6,3,,7,14,44,7,,9,4,3,19,17,4,,8,6,5,6,,,,,,,,,,
940 110012305898,w1620,940 110009422169,W1683,No Shade,,2,4,10,,,2,,13,,,18,8,2,7,20,1,5,13,9,10,13,2,,1,2,14,4,7,2,3,3,2,4,,2,3,,6,5,12,11,8,,5,1,4,,,,1,12,3,9,3,8,10,3,2,4,,8,4,2,2,3,1,7,2,12,3,3,2,2,2,2,2,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110012567583,Y465,No Shade,,3,,4,2,,2,2,1,1,7,1,5,3,8,7,5,12,11,13,3,4,3,,12,1,,1,7,2,13,4,12,7,4,3,16,1,7,11,7,2,2,,2,4,3,2,15,3,11,3,4,6,20,4,6,8,8,12,12,21,7,2,1,9,13,8,1,13,4,19,10,8,9,4,5,18,16,21,13,4,7,4,10,16,8,8,6,2,27,7,10,5,6,1,10,8,5,7,10,14,23,1,12,4,3,7,15,9,17,3,6,8,2,9,12,2,4,,,,,,,,,,
940 110012305898,w1620,940 110006544076,3770,No Shade,2,6,11,6,9,1,6,8,1,13,9,31,10,8,3,5,1,6,2,7,1,3,9,2,1,19,4,4,8,10,6,8,9,19,7,31,14,3,3,13,8,8,3,2,14,12,7,7,5,2,27,19,4,7,12,7,11,15,8,3,12,3,7,14,10,4,4,6,2,10,16,17,2,15,23,15,22,9,17,19,3,5,15,33,5,5,14,7,1,4,9,6,31,7,19,6,7,10,7,17,3,6,6,2,25,,7,15,2,5,6,7,7,17,1,11,17,1,,,,,,,,,,,
940 110012305898,w1620,940 110009540904,2504,No Shade,,7,8,1,,1,,3,19,20,71,11,,105,31,7,4,2,4,3,6,5,14,13,4,13,5,2,6,4,3,6,2,6,4,1,2,4,3,,3,12,3,2,8,3,2,1,6,6,4,10,8,3,2,4,10,6,2,,,8,2,1,2,5,,5,2,8,2,2,4,1,1,6,,5,2,,2,3,6,,2,1,6,9,12,2,,3,4,5,1,7,3,3,9,11,4,6,,4,2,4,8,2,,11,1,6,,,,4,29,6,2,,,,,,,,,,
940 110012305898,w1620,940 110009540316,3749,No Shade,,20,9,5,1,20,5,2,5,4,,8,3,11,4,1,10,9,14,5,3,21,1,35,2,4,28,8,5,7,9,8,5,2,7,3,8,5,3,7,3,1,2,,14,11,2,6,8,1,5,3,9,12,44,9,8,8,5,6,22,9,24,47,8,,2,3,13,48,9,11,24,5,10,3,1,25,4,30,7,8,4,21,9,4,6,7,3,3,16,6,1,10,12,12,10,10,7,16,11,15,30,12,8,10,16,11,24,5,7,2,2,17,18,14,4,15,1,,,,,,,,,,
940 110012305898,w1620,940 110006544437,W192094,No Shade,,3,13,18,4,,3,2,4,5,1,6,6,5,9,5,3,1,4,1,3,2,3,4,13,3,7,3,9,14,6,8,20,5,10,5,3,3,7,18,9,9,5,2,2,16,14,4,,1,8,12,9,5,4,1,12,4,7,6,,8,8,14,102,154,6,14,3,8,19,4,1,1,10,8,3,8,3,6,7,7,9,6,2,2,9,7,2,3,4,4,16,5,26,5,,3,9,10,10,,3,4,4,20,3,6,2,9,3,5,12,3,1,11,4,,,,,,,,,,,,
940 110012305898,w1620,940 110012565638,2341,No Shade,,5,7,3,2,,,2,8,2,9,6,2,,15,4,,3,1,7,13,9,,4,3,9,1,6,4,18,3,3,11,2,3,3,13,,15,1,8,10,16,8,3,16,32,33,44,41,6,14,19,6,2,9,4,,4,4,2,2,3,4,4,11,5,8,1,13,7,4,4,14,8,2,4,6,6,4,16,18,21,4,10,2,6,7,17,7,,6,6,27,6,1,6,7,5,8,20,7,17,7,2,19,5,1,5,13,8,5,4,9,,18,4,4,7,,,,,,,,,,
940 110012305898,w1620,940 110012554855,W934,No Shade,1,9,7,25,2,,,1,5,4,4,4,15,3,8,19,6,4,5,5,5,5,,2,12,1,6,17,4,5,23,2,6,15,3,,3,7,15,2,5,7,6,3,6,9,3,14,7,2,8,10,13,24,5,7,12,5,9,10,18,10,6,11,2,1,4,3,,4,16,3,16,13,8,4,,4,8,,2,5,3,4,8,14,3,7,6,3,2,3,4,8,7,3,5,12,17,7,4,6,9,1,8,3,1,3,2,4,20,49,3,5,2,11,,,,,,,,,,,,,
940 110012305898,w1620,940 110012554100,w192014,No Shade,,2,4,1,2,,17,6,1,3,1,3,,2,5,2,3,,12,4,9,2,5,,12,5,1,31,55,4,5,3,5,,11,1,1,9,8,7,2,,24,3,5,5,,2,8,9,,24,1,1,7,5,5,2,1,1,10,3,3,5,6,2,5,10,2,14,1,2,14,6,1,14,,10,8,10,10,13,9,5,25,9,2,53,5,8,11,23,4,11,5,2,5,19,6,7,7,25,4,13,9,3,,7,4,5,8,15,20,,17,14,2,26,1,,,,,,,,,,
940 110012305898,w1620,940 110009541579,w192325,No Shade,,6,2,2,8,9,,3,4,8,5,2,9,2,3,13,3,9,40,13,8,5,,2,10,6,7,7,15,36,4,11,5,4,1,3,18,5,5,6,1,9,2,7,7,16,1,3,16,11,,3,2,12,8,5,3,4,5,1,11,5,2,4,8,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110012565591,2491,No Shade,,4,17,4,5,5,,10,22,9,8,4,12,2,3,7,1,1,1,8,3,11,2,,12,4,10,1,6,9,3,2,11,9,7,7,5,7,10,7,9,24,1,3,17,12,3,,,10,7,36,4,4,13,2,13,10,8,7,2,10,20,33,1,8,2,12,61,10,4,9,10,,25,33,5,11,10,7,11,4,7,,,2,9,4,6,6,,5,6,7,49,55,23,58,8,18,8,1,,,8,3,6,4,,5,15,6,13,,,7,63,2,25,,,,,,,,,,
940 110012305898,w1620,940 110009423267,2600,No Shade,,8,4,1,1,,3,4,9,11,5,9,4,65,12,12,,4,,3,30,2,1,,,1,3,13,10,5,,8,5,8,7,14,,6,10,5,6,7,3,13,16,4,19,18,,7,6,11,9,13,2,16,4,11,9,2,,7,7,2,7,,,5,3,32,8,4,8,13,8,9,2,8,,5,14,3,10,,1,4,8,4,6,2,,8,2,6,2,5,8,6,2,9,8,1,,4,11,10,1,1,,1,11,12,10,1,,2,6,4,,,,,,,,,,,
940 110012305898,w1620,940 110009541499,w192256,No Shade,,6,4,11,1,5,5,6,8,1,1,9,13,,7,14,1,,1,4,25,8,,11,8,1,6,10,6,4,2,,8,6,5,6,2,5,11,5,5,5,8,,14,4,5,,3,4,11,3,5,12,1,1,7,3,3,7,1,4,8,5,1,1,8,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110009538450,2486,No Shade,,5,12,13,5,,10,17,4,8,7,3,1,15,7,5,10,4,9,62,12,12,1,3,4,7,8,13,,4,5,12,8,19,4,1,16,8,28,6,7,9,1,5,10,5,4,20,10,7,6,4,15,9,11,1,2,6,2,,,4,9,8,4,1,3,2,12,9,5,10,11,6,3,5,,2,13,16,6,6,4,2,25,8,8,8,9,16,6,11,5,20,,6,16,13,2,9,3,19,18,16,5,4,8,27,9,24,6,6,11,25,10,9,25,5,9,,,,,,,,,,
940 110012305898,w1620,940 110009541605,2687,No Shade,,4,13,18,4,3,21,3,5,22,2,19,7,,12,13,38,20,2,3,3,16,1,1,14,9,4,3,9,7,7,8,5,8,5,3,8,3,7,6,15,35,18,42,42,14,1,7,26,3,3,2,10,7,6,6,14,12,14,9,24,3,3,26,6,1,8,10,23,6,4,7,26,4,9,10,14,5,5,2,10,7,16,29,24,4,8,11,10,8,17,8,25,25,1,15,18,6,10,11,9,4,32,14,10,4,1,5,10,4,11,15,10,2,14,7,5,13,,,,,,,,,,,
940 110012305898,w1620,940 110009539789,W192223,No Shade,,3,6,7,,,,2,10,9,3,1,12,10,10,9,11,24,6,8,3,14,2,4,12,3,6,2,4,13,5,8,19,5,6,12,22,3,7,9,7,,7,6,11,4,2,5,5,4,5,7,6,10,2,6,9,18,4,3,2,12,14,19,3,12,4,5,10,6,7,11,2,14,17,8,3,19,16,15,4,6,20,11,1,25,7,5,13,1,1,8,2,15,8,,2,21,14,18,3,3,6,16,9,20,14,1,8,16,17,2,5,19,3,7,14,53,6,,,,,,,,,,
940 110012305898,w1620,940 110009539851,3759,No Shade,,11,9,4,3,16,,,2,4,4,23,15,16,3,9,,,1,2,5,2,1,2,3,3,13,8,5,8,1,4,3,2,3,,2,4,1,7,9,13,12,4,3,6,14,7,,4,6,8,6,9,9,2,6,9,4,6,2,2,,1,1,,,,,1,1,,,3,2,3,,2,10,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110009421841,2582,No Shade,,6,7,5,1,6,3,3,8,22,4,1,19,7,14,4,3,3,18,5,28,11,2,,3,1,9,26,4,7,3,4,7,18,10,,5,13,3,3,5,15,13,7,10,11,7,11,1,11,8,8,4,5,5,5,11,9,15,14,7,15,7,8,4,10,2,9,3,6,5,3,9,10,15,31,12,13,11,3,9,4,6,13,32,9,6,9,15,35,10,2,9,15,12,16,2,9,2,24,7,5,9,7,44,5,4,5,15,24,16,12,3,,,,,,,,,,,,,,,,
940 110012305898,w1620,940 110006720785,2710,No Shade,,2,12,6,6,,6,4,12,24,1,2,9,2,6,4,,1,12,3,4,7,3,1,15,10,3,5,4,11,6,13,6,8,1,,6,5,1,17,6,31,7,112,2,4,3,10,31,8,11,13,6,8,32,11,23,3,6,16,9,14,10,20,6,6,8,5,10,11,3,27,9,11,13,3,5,27,17,6,38,14,12,3,15,8,6,5,3,8,21,14,7,13,25,5,2,20,4,6,4,42,28,9,9,15,4,4,16,11,9,13,10,30,20,36,,37,10,,,,,,,,,,
940 110012305898,w1620,940 110012554680,w192579,No Shade,,3,9,2,5,1,4,2,7,2,1,1,2,4,6,5,,3,2,4,14,6,2,2,2,11,4,4,6,3,5,,10,2,5,3,1,,6,2,7,2,10,4,3,4,17,14,5,7,3,8,7,2,1,11,6,1,1,7,32,5,5,5,5,26,17,11,12,9,1,11,11,6,13,20,25,7,4,6,26,6,4,1,1,3,14,5,10,7,6,8,4,4,1,2,9,6,9,20,8,5,20,5,4,3,4,1,28,7,12,1,1,4,6,8,38,2,,,,,,,,,,,
940 110012305898,w1620,940 110012554293,2949,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,1,3,1,,2,9,3,4,2,13,,3,39,12,21,7,9,2,7,1,25,2,8,12,14,1,4,6,1,8,4,7,10,4,7,,2,7,11,11,11,31,2,3,8,5,5,18,3,6,8,13,3,10,2,8,3,20,24,,5,10,60,7,7,1,8,3,,,,,,,,,,,,
940 110012305898,w1620,940 110009541227,W1695,No Shade,1,6,6,3,2,,2,6,4,13,,13,4,1,10,5,1,4,2,7,1,1,,4,8,2,3,2,1,7,5,10,3,13,5,8,6,5,20,13,21,20,31,2,23,7,2,4,,10,9,7,9,6,4,3,22,10,1,4,11,8,17,10,7,4,16,14,26,7,5,17,8,8,6,10,3,7,3,3,17,14,6,4,3,2,10,12,6,5,11,8,5,7,8,6,7,3,7,5,6,11,5,14,4,4,10,5,7,5,18,3,4,2,,12,15,13,4,,,,,,,,,,
940 110012305898,w1620,940 110009540648,W192004,No Shade,,10,5,5,7,,1,5,21,6,1,,5,5,3,14,1,10,11,3,6,5,2,1,1,2,1,11,5,,10,8,9,2,10,5,7,15,10,2,3,5,14,9,10,25,6,8,43,27,27,7,4,3,15,2,10,8,12,3,52,6,3,5,3,6,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
