Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023,15/2/2023,16/2/2023,17/2/2023,18/2/2023,19/2/2023,20/2/2023,21/2/2023,22/2/2023,23/2/2023,24/2/2023,25/2/2023,26/2/2023,27/2/2023,28/2/2023,1/3/2023,2/3/2023,3/3/2023,4/3/2023,5/3/2023,6/3/2023,7/3/2023
951 000016108674,3734,940 110009541019,2503,Medium Shade,12,49,30,76,73,51,36,31,39,52,170,219,,,27,33,25,126,249,,,
951 000016108674,3734,940 110009531315,3733,Medium Shade,12,26,17,14,19,11,27,26,49,22,217,134,,,48,54,23,25,35,,,
951 000016108674,3734,940 110009541056,y469,Medium Shade,14,25,64,87,23,62,25,13,27,32,231,122,,,6,25,6,23,26,2,,
951 000016108674,3734,940 110006544877,w192153,Medium Shade,11,21,27,11,57,29,74,61,101,66,346,59,,,49,75,23,27,161,,,
951 000016108674,3734,940 110012568034,Y467,Medium Shade,13,32,13,36,68,8,19,25,22,105,142,91,,,27,19,29,50,64,,,
951 000016108674,3734,940 110009538579,w1680,Medium Shade,14,35,24,26,17,33,37,27,27,42,183,121,,,4,36,34,21,66,,,
951 000016108674,3734,940 110006544672,y450,Medium Shade,7,39,42,13,32,121,49,42,36,75,217,75,,,19,26,55,39,83,,,
951 000016108674,3734,940 110012554582,w937,Medium Shade,15,18,29,21,44,10,16,42,44,73,207,137,,,12,54,51,53,130,,,
951 000016108674,3734,940 110006719421,w192010,Medium Shade,4,13,31,55,55,40,22,57,58,61,230,28,,,39,20,52,24,96,14,,
951 000016108674,3734,940 110009422162,2034,Medium Shade,26,22,13,40,48,30,57,38,42,99,189,117,,,27,30,43,41,64,,,
951 000016108674,3734,940 110009540590,W1726,Medium Shade,9,33,17,51,45,7,4,43,34,51,334,177,,,3,16,15,48,80,,,
951 000016108674,3734,940 110009538626,w9276,Medium Shade,5,36,14,6,36,24,21,28,41,43,159,73,,,183,317,16,16,87,,,
951 000016108674,3734,940 110012553997,w290,Medium Shade,8,34,8,36,11,20,20,25,36,36,145,41,,,6,13,37,30,80,,,
951 000016108674,3734,940 110006544207,2979,Medium Shade,10,31,17,8,34,20,26,13,34,119,252,78,,,16,37,13,69,65,,,
951 000016108674,3734,940 110009540872,w192372,Medium Shade,10,13,15,33,24,21,30,33,28,19,173,148,,,24,19,28,43,101,13,,
951 000016108674,3734,940 110012567418,3765,Medium Shade,12,33,23,35,62,29,43,30,104,80,247,121,,,63,217,78,33,110,1,,
951 000016108674,3734,940 110012567015,w781,Medium Shade,18,58,26,42,42,33,35,42,241,84,269,143,,,26,67,49,41,104,14,,
951 000016108674,3734,940 110006545004,W1600,Medium Shade,16,29,55,19,70,41,52,75,43,19,371,169,,,11,45,48,51,122,,,
951 000016108674,3734,940 110012568023,2629,Medium Shade,15,88,34,22,34,40,19,22,35,56,130,94,,,14,46,61,55,106,,,
951 000016108674,3734,940 110012567383,w192087,Medium Shade,20,24,50,40,51,52,36,41,46,41,224,137,,,14,45,24,31,151,3,,
951 000016108674,3734,940 110009538703,2345,Medium Shade,11,21,65,37,58,18,15,41,25,73,165,76,,,6,33,50,24,40,,,
951 000016108674,3734,940 110012566508,w9279,Medium Shade,24,28,18,12,20,36,54,36,42,31,152,97,,,25,47,55,43,229,,,
951 000016108674,3734,940 110009423264,2451,Medium Shade,6,27,29,68,36,16,30,20,30,69,177,172,,,25,21,28,70,39,4,,
951 000016108674,3734,940 110009540938,2385,Medium Shade,13,68,33,22,27,32,47,35,23,46,232,135,,,14,37,31,91,57,,,
951 000016108674,3734,940 110009539956,y1030,Medium Shade,10,36,8,24,16,15,11,43,22,31,281,24,,,16,12,15,11,98,,,
951 000016108674,3734,940 110009539598,2307,Medium Shade,11,35,82,36,50,46,39,44,37,63,174,71,,,23,40,40,31,82,,,
951 000016108674,3734,940 110009422295,2357,Medium Shade,13,21,23,79,66,72,50,50,47,38,355,47,,,17,31,53,36,64,1,,
951 000016108674,3734,940 110009538769,w192278,Medium Shade,20,62,19,61,49,56,34,330,42,82,214,31,,,17,36,38,11,72,,,
951 000016108674,3734,940 110012554739,2362,Medium Shade,12,47,24,28,52,29,20,55,62,33,184,103,,,10,42,28,17,92,,,
951 000016108674,3734,940 110006544256,3742,Medium Shade,14,48,66,36,47,52,49,58,146,152,190,122,,,20,71,15,26,169,10,,
951 000016108674,3734,940 110012554600,2537,Medium Shade,,16,32,65,45,26,33,34,56,59,133,137,,,20,40,29,43,122,14,,
951 000016108674,3734,940 110009423289,w1775,Medium Shade,4,26,24,19,25,22,17,16,23,24,161,105,,,14,154,51,13,65,,,
951 000016108674,3734,940 110006544003,w192226,Medium Shade,5,31,13,116,48,133,27,22,36,23,187,61,,,19,30,23,15,73,,,
951 000016108674,3734,940 110012565629,w1772,Medium Shade,21,23,29,17,43,77,14,44,15,47,369,139,,,17,59,29,15,110,5,,
951 000016108674,3734,940 110012553723,W1585,Medium Shade,13,25,25,80,54,52,42,37,53,71,538,76,,,18,38,34,34,98,,,
951 000016108674,3734,940 110009538378,Y458,Medium Shade,14,29,17,39,29,30,55,36,33,41,242,107,,,41,38,32,29,141,,,
951 000016108674,3734,940 110009538683,w984,Medium Shade,33,27,23,63,47,39,27,38,41,44,386,47,,,11,52,77,25,127,42,,
951 000016108674,3734,940 110012564959,w9280,Medium Shade,11,57,24,52,50,79,50,32,58,60,356,91,,,10,24,34,21,105,1,,
951 000016108674,3734,940 110009541329,w192204,Medium Shade,6,52,24,41,75,13,40,53,46,25,168,68,,,39,35,28,24,182,,,
951 000016108674,3734,940 110009539869,2657,Medium Shade,9,19,24,18,26,90,42,45,23,28,215,139,,,19,45,29,42,98,17,,
951 000016108674,3734,940 110009540599,2425,Medium Shade,7,35,13,50,52,50,22,27,56,33,142,67,,,6,22,29,20,109,12,,
951 000016108674,3734,940 110006544465,w9330,Medium Shade,9,38,29,38,47,51,87,30,133,35,281,132,,,12,40,50,24,94,,,
951 000016108674,3734,940 110006544203,2940,Medium Shade,2,47,92,24,33,75,26,20,55,41,276,73,,,12,42,47,18,43,17,,
951 000016108674,3734,940 110012568175,w226,Medium Shade,16,34,37,4,21,38,56,16,32,45,235,61,,,6,62,94,44,78,,,
951 000016108674,3734,940 110009539850,w1645,Medium Shade,21,57,22,36,74,25,34,37,48,34,204,99,,,36,21,26,65,64,,,
951 000016108674,3734,940 110006544555,w275,Medium Shade,9,21,47,26,52,28,7,45,47,38,276,59,,,27,50,25,22,355,14,,
951 000016108674,3734,940 110009541067,2623,Medium Shade,12,35,51,28,74,95,29,71,45,85,391,133,,,15,104,32,16,76,,,
951 000016108674,3734,940 110006720205,2648,Medium Shade,15,45,68,30,56,31,18,19,43,29,238,124,,,17,27,51,89,218,25,,
951 000016108674,3734,940 110012553833,2699,Medium Shade,14,28,22,15,73,35,18,67,17,46,236,156,,,31,83,55,51,142,1,,
951 000016108674,3734,940 110009540569,w192584,Medium Shade,10,38,48,18,25,39,30,49,19,27,110,57,,,16,36,42,36,48,1,,
951 000016108674,3734,940 110009541060,3727,Medium Shade,14,31,39,58,44,39,64,56,75,71,388,195,,,22,25,22,42,162,12,,
951 000016108674,3734,940 110009540843,w192055,Medium Shade,16,39,13,37,35,25,22,31,22,52,236,98,,,9,22,35,5,147,23,,
951 000016108674,3734,940 110009538634,W782,Medium Shade,10,56,29,25,27,30,12,19,37,25,163,52,,,16,18,23,6,46,,,
951 000016108674,3734,940 110006544734,2480,Medium Shade,,,,,,,,3,24,33,90,41,,,20,20,37,35,85,,,
951 000016108674,3734,940 110009423063,w192261,Medium Shade,16,30,35,32,26,41,20,35,35,58,185,56,,,7,66,21,22,218,12,,
951 000016108674,3734,940 110009539751,w1636,Medium Shade,1,44,40,44,30,74,30,43,63,38,218,91,,,14,49,42,54,241,19,,
951 000016108674,3734,940 110009538342,2718,Medium Shade,13,24,32,31,44,71,38,24,16,58,253,44,,,25,23,46,19,99,,,
951 000016108674,3734,940 110006544830,w192386,Medium Shade,5,20,28,24,27,47,36,69,43,68,181,83,,,19,49,33,48,60,,,
951 000016108674,3734,940 110009540694,w997,Medium Shade,9,70,113,29,51,69,58,25,38,30,134,90,,,8,32,12,44,115,,,
951 000016108674,3734,940 110012567199,w192246,Medium Shade,14,29,12,7,6,,,5,11,5,136,39,,,13,15,25,61,59,,,
951 000016108674,3734,940 110012554827,w9534,Medium Shade,3,23,19,38,32,48,27,70,20,152,176,110,,,9,61,17,15,33,,,
951 000016108674,3734,940 110009539763,w192002,Medium Shade,2,28,136,14,19,12,34,47,10,22,85,27,,,3,13,61,6,22,,,
951 000016108674,3734,940 110006544459,3730,Medium Shade,5,47,35,75,47,65,67,68,91,58,224,96,,,97,27,26,49,171,,,
951 000016108674,3734,940 110006718451,y474,Medium Shade,13,46,35,37,56,38,37,70,70,42,236,108,,,29,42,40,83,166,,,
951 000016108674,3734,940 110012567780,y443,Medium Shade,16,32,20,41,100,38,71,36,54,72,255,214,,,25,53,43,56,159,,,
951 000016108674,3734,940 110012554464,w192258,Medium Shade,8,62,46,71,46,15,52,78,28,22,283,60,,,24,49,31,19,114,1,,
951 000016108674,3734,940 110012566856,2621,Medium Shade,16,46,18,27,42,60,24,26,22,64,393,83,,,59,88,73,48,129,9,,
951 000016108674,3734,940 110012566440,2453,Medium Shade,21,19,21,30,38,18,29,33,55,47,182,97,,,26,24,25,43,131,,,
951 000016108674,3734,940 110009539347,2373,Medium Shade,6,35,15,29,39,105,51,44,16,19,163,105,,,40,16,6,15,78,,,
951 000016108674,3734,940 110012568355,2646,Medium Shade,2,19,57,20,29,43,32,11,280,69,261,129,,,4,19,38,30,58,36,,
951 000016108674,3734,940 110009540744,2380,Medium Shade,,,,,,,,3,2,17,59,72,,,9,65,26,6,108,5,,
940 110007958008,2535,940 110009538669,2983,Medium Shade,,,,,,,,1,14,10,12,23,39,65,91,37,28,27,30,54,109,1
940 110007958008,2535,940 110006544734,2480,Medium Shade,,,,,,,,5,23,34,13,32,26,26,33,19,38,18,72,42,65,
940 110007958008,2535,940 110009540744,2380,Medium Shade,,,,,,,,5,12,11,15,34,53,21,28,45,46,46,21,61,51,8
951 000016108674,3734,940 110009539788,2403,Medium Shade,16,26,93,25,29,52,30,32,37,43,201,44,,,,,,,,,,
951 000016108674,3734,940 110009540242,W253,Medium Shade,27,22,66,23,37,61,16,22,15,55,72,28,,,,,,,,,,
951 000016108674,3734,940 110009538600,w192180,Medium Shade,9,29,14,23,103,46,30,23,28,15,123,42,,,,,,,,,,
951 000016108674,3734,940 110012567369,w192576,Medium Shade,10,48,26,19,36,39,41,47,24,64,133,19,,,,,,,,,,
951 000016108674,3734,940 110009538678,2944,Medium Shade,3,38,27,40,34,77,83,57,41,18,83,17,,,,,,,,,,
951 000016108674,3734,940 110006544303,w192569,Medium Shade,12,42,53,38,31,24,84,60,110,45,90,23,,,,,,,,,,
951 000016108674,3734,940 110012567096,2899,Medium Shade,9,19,16,28,37,20,30,33,20,23,72,20,,,,,,,,,,
951 000016108674,3734,940 110009538313,w192135,Medium Shade,11,29,18,30,45,34,37,39,8,39,67,15,,,,,,,,,,
951 000016108674,3734,940 110009541400,w9331,Medium Shade,19,35,22,45,35,69,53,42,23,39,131,31,,,,,,,,,,
940 110006914087,w192113,940 110009538634,W782,Medium Shade,13,47,65,50,42,48,68,53,51,47,48,71,86,108,34,12,18,32,37,106,26,
940 110006914087,w192113,940 110012566578,2649,Medium Shade,17,36,29,69,49,56,62,49,102,67,124,159,98,98,55,74,65,36,60,36,65,17
940 110006914087,w192113,940 110009538667,w785,Medium Shade,20,57,51,60,42,75,76,46,88,58,63,120,52,127,52,61,90,79,43,,,
940 110006914087,w192113,940 110009539788,2403,Medium Shade,15,26,36,23,41,145,38,34,47,33,41,32,32,23,,,,,,,,
940 110006914087,w192113,940 110009541163,w192043,Medium Shade,4,36,66,37,43,41,38,44,111,99,158,79,78,112,38,91,40,35,46,40,39,56
940 110006914087,w192113,940 110012567879,w9332,Medium Shade,52,8,,,,,,,11,13,18,31,31,41,81,14,41,31,40,37,42,56
940 110006914087,w192113,940 110009541611,w978,Medium Shade,14,24,69,25,46,52,37,66,70,165,73,94,78,87,54,36,50,38,49,79,72,43
940 110006914087,w192113,940 110009538773,w9285,Medium Shade,10,38,49,47,64,56,113,76,87,56,63,64,149,63,115,52,80,38,43,51,116,115
940 110006914087,w192113,940 110006719983,2631,Medium Shade,23,52,46,33,79,87,75,45,90,121,74,78,71,114,70,59,76,43,82,38,54,
940 110006914087,w192113,940 110012567383,w192087,Medium Shade,8,46,46,42,42,25,46,65,54,54,60,111,111,123,35,21,22,78,20,76,10,
940 110006914087,w192113,940 110006544568,2927,Medium Shade,3,45,17,47,51,68,32,44,95,112,106,92,41,123,35,24,24,61,102,44,,
940 110006914087,w192113,940 110012554464,w192258,Medium Shade,11,42,37,66,41,54,44,51,91,108,68,49,90,108,33,28,42,27,31,34,26,21
940 110006914087,w192113,940 110012568163,2602,Medium Shade,20,42,59,41,74,73,90,81,75,66,71,64,69,84,35,43,23,54,36,12,35,75
940 110006914087,w192113,940 110009541581,2030,Medium Shade,9,48,47,50,115,109,39,56,126,93,146,73,73,84,80,45,36,35,47,30,96,67
940 110006914087,w192113,940 110006544020,2499,Medium Shade,10,42,56,52,66,146,75,60,106,53,58,69,62,97,43,23,65,37,22,32,56,118
940 110006914087,w192113,940 110012568175,w226,Medium Shade,10,38,22,80,24,121,29,16,92,30,54,49,58,75,43,36,46,32,30,69,11,
940 110006914087,w192113,940 110006543878,3800,Medium Shade,16,59,66,42,69,124,47,65,84,96,77,149,57,95,139,42,32,37,54,18,79,32
940 110006914087,w192113,940 110006544998,2507,Medium Shade,38,25,49,12,43,61,61,45,80,113,77,65,69,63,43,48,39,47,61,48,,
940 110006914087,w192113,940 110019088899,3712,Medium Shade,16,53,40,55,63,38,53,47,49,40,89,198,45,62,52,24,52,47,39,37,50,62
940 110006914087,w192113,940 110009538645,2585,Medium Shade,15,28,44,21,46,91,55,78,112,59,113,80,79,75,40,17,33,85,43,66,49,1
940 110006914087,w192113,940 110009538492,w1657,Medium Shade,10,16,21,46,175,44,56,34,68,57,39,126,59,18,50,23,41,43,61,21,34,
940 110006914087,w192113,940 110012554604,2666,Medium Shade,8,24,22,25,42,71,97,60,67,81,97,101,272,79,92,57,63,24,41,53,38,
940 110006914087,w192113,940 110012567889,2336,Medium Shade,16,43,49,20,59,105,46,31,86,119,50,97,58,37,58,15,26,68,23,58,25,
940 110006914087,w192113,940 110009541106,w9334,Medium Shade,17,75,72,45,88,126,87,64,104,99,80,95,240,88,67,28,40,74,46,38,80,89
940 110006914087,w192113,940 110009541554,2469,Medium Shade,24,33,37,65,115,66,119,96,56,75,72,55,48,77,59,52,18,,,,,
940 110006914087,w192113,940 110009540223,2531,Medium Shade,5,17,30,31,32,52,56,58,67,106,61,76,98,108,24,13,60,67,28,64,50,
940 110006914087,w192113,940 110009422261,w799,Medium Shade,16,32,89,45,41,86,50,55,62,34,54,78,54,81,40,25,13,51,62,20,,
940 110006914087,w192113,940 110012567433,w800,Medium Shade,8,49,28,66,58,39,27,29,90,45,129,104,59,76,15,40,27,27,76,41,51,22
940 110006914087,w192113,940 110009539284,3791,Medium Shade,7,46,38,43,44,62,84,51,69,45,157,83,60,52,43,14,67,59,27,47,40,48
940 110006914087,w192113,940 110009540382,w723,Medium Shade,4,24,64,25,55,88,80,73,93,108,77,89,52,48,36,12,23,42,59,93,42,39
940 110006914087,w192113,940 110012567777,y455,Medium Shade,15,71,28,42,46,115,45,58,78,58,101,109,65,50,54,62,46,47,54,37,61,45
940 110006914087,w192113,940 110009530580,w192591,Medium Shade,18,38,22,29,40,63,35,94,55,86,109,136,103,103,68,21,71,23,90,47,48,46
940 110006914087,w192113,940 110009422295,2357,Medium Shade,10,31,74,24,58,74,83,50,55,60,124,64,42,77,60,19,35,36,34,36,55,
940 110006914087,w192113,940 110006718504,w192366,Medium Shade,3,35,30,34,48,48,27,32,41,52,60,109,81,70,48,49,25,28,64,22,53,37
940 110006914087,w192113,940 110009541500,w192385,Medium Shade,19,32,57,31,53,56,61,90,89,57,43,64,48,126,66,26,23,58,101,62,83,47
940 110006914087,w192113,940 110009539438,3755,Medium Shade,6,20,18,20,38,132,45,52,142,57,74,60,61,43,28,21,26,15,27,28,23,32
940 110006914087,w192113,940 110012568242,w1756,Medium Shade,9,39,20,48,91,79,67,73,111,147,79,85,52,161,55,25,53,39,38,64,85,71
940 110006914087,w192113,940 110009540242,W253,Medium Shade,11,20,52,27,71,56,39,27,30,36,66,20,40,,,,,,,,,
940 110006914087,w192113,940 110006718521,2689,Medium Shade,16,25,36,44,50,33,58,36,42,94,68,101,52,95,57,26,42,50,104,35,47,47
940 110006914087,w192113,940 110006544070,w192371,Medium Shade,12,46,38,30,82,62,80,91,157,88,57,129,88,109,62,55,44,49,61,17,81,112
940 110006914087,w192113,940 110009541424,w1679,Medium Shade,17,44,40,20,80,37,56,84,76,64,45,62,45,31,62,37,30,70,52,21,52,16
940 110006914087,w192113,940 110009422214,y449,Medium Shade,4,50,47,46,51,63,97,54,79,117,83,59,64,117,58,46,34,29,27,20,64,41
940 110006914087,w192113,940 110006544498,w192394,Medium Shade,18,38,58,26,81,36,96,53,72,42,78,71,67,65,36,28,62,38,43,20,26,28
940 110006914087,w192113,940 110009539776,w987,Medium Shade,7,20,29,46,44,97,46,47,88,110,55,82,47,54,45,18,65,32,32,15,36,29
940 110006914087,w192113,940 110009538378,Y458,Medium Shade,16,64,30,29,26,82,120,46,89,109,71,57,67,118,81,42,33,36,23,31,,
940 110006914087,w192113,940 110009540105,2489,Medium Shade,37,28,62,28,39,26,97,90,91,142,114,123,78,72,45,30,80,40,102,68,55,
940 110006914087,w192113,940 110009540324,w192050,Medium Shade,11,29,38,23,49,63,49,48,94,54,79,80,41,94,47,10,76,49,40,31,46,61
940 110006914087,w192113,940 110009423311,2513,Medium Shade,6,54,37,38,34,63,66,121,98,73,106,81,55,44,60,31,31,26,23,48,41,92
940 110006914087,w192113,940 110009539528,2591,Medium Shade,15,41,38,30,49,70,75,127,102,156,107,62,65,106,54,74,77,55,21,122,73,70
940 110006914087,w192113,940 110009541620,2393,Medium Shade,23,31,41,38,48,48,77,116,120,116,151,65,92,64,64,26,26,25,29,52,42,
940 110006914087,w192113,940 110012566812,2970,Medium Shade,15,30,48,70,38,78,76,49,67,104,86,65,91,62,77,44,74,75,16,62,41,
940 110006914087,w192113,940 110009541422,w192388,Medium Shade,10,37,18,43,77,65,75,86,79,92,44,88,76,68,67,63,63,11,39,94,47,100
940 110006914087,w192113,940 110009539901,2960,Medium Shade,17,47,56,32,67,110,53,59,68,29,52,46,71,125,67,102,88,80,29,34,46,51
940 110006914087,w192113,940 110009541005,y430,Medium Shade,3,57,62,44,40,97,45,61,86,82,52,48,98,81,73,23,46,20,57,31,76,63
940 110006914087,w192113,940 110009422833,w192254,Medium Shade,13,26,31,19,37,70,51,63,61,95,108,99,58,90,53,65,162,59,18,29,51,56
940 110006914087,w192113,940 110009540715,2444,Medium Shade,12,63,37,32,40,61,33,27,70,74,87,44,106,86,41,30,64,38,86,32,92,16
940 110006914087,w192113,940 110006544267,w994,Medium Shade,15,25,48,24,53,85,57,82,42,51,59,74,88,76,46,50,51,24,54,26,38,16
940 110006914087,w192113,940 110012566552,2022,Medium Shade,13,25,43,83,48,49,42,68,66,39,98,102,53,59,50,23,31,73,49,47,47,87
940 110006914087,w192113,940 110012553681,2434,Medium Shade,11,28,20,32,72,56,26,99,51,130,81,52,59,52,52,45,26,46,24,37,28,4
940 110006914087,w192113,940 110012568279,w192503,Medium Shade,4,31,33,21,57,33,52,83,79,56,104,50,53,97,135,32,32,44,42,42,28,59
940 110006914087,w192113,940 110009539936,2595,Medium Shade,11,43,31,40,44,57,101,44,75,29,89,54,29,59,33,50,49,39,42,17,76,98
940 110006914087,w192113,940 110012566508,w9279,Medium Shade,28,16,29,79,43,44,47,24,49,61,46,66,59,87,52,29,29,33,23,50,,
940 110006914087,w192113,940 110009538761,2712,Medium Shade,9,69,80,39,41,138,44,59,107,125,44,62,48,71,53,75,42,49,59,58,85,80
940 110006914087,w192113,940 110009540544,2458,Medium Shade,13,39,51,64,33,68,71,22,120,87,91,93,102,62,55,43,47,74,59,66,44,36
940 110006914087,w192113,940 110009540065,2497,Medium Shade,9,19,69,46,53,76,133,61,43,81,85,57,87,84,87,45,51,48,47,30,110,72
940 110006914087,w192113,940 110006544222,3743,Medium Shade,9,36,25,83,76,43,62,97,60,62,44,84,72,62,59,22,43,21,21,47,26,25
940 110006914087,w192113,940 110006544411,w192123,Medium Shade,11,26,69,68,47,58,39,68,106,64,101,55,84,139,34,50,33,37,25,30,70,13
940 110006914087,w192113,940 110009539462,w1669,Medium Shade,9,26,39,41,95,65,40,79,64,115,82,91,58,59,26,23,58,25,26,35,57,7
940 110006914087,w192113,940 110006718460,2347,Medium Shade,17,41,52,44,50,70,121,20,105,66,65,46,45,64,80,41,46,28,35,35,48,79
940 110006914087,w192113,940 110012566414,2948,Medium Shade,6,40,16,31,34,35,56,48,60,62,64,56,41,105,71,29,32,48,50,76,36,40
940 110006914087,w192113,940 110006544432,w192202,Medium Shade,16,193,48,38,64,49,67,69,91,94,63,91,81,62,80,26,48,39,36,121,67,
940 110006914087,w192113,940 110009540986,2021,Medium Shade,6,25,53,26,115,34,64,28,93,65,65,73,93,46,50,88,25,32,42,17,49,9
940 110006914087,w192113,940 110009538600,w192180,Medium Shade,9,40,14,70,62,61,32,29,41,75,38,49,44,,,,,,,,,
940 110006914087,w192113,940 110012553723,W1585,Medium Shade,8,32,39,33,43,73,68,64,91,63,112,105,92,54,118,62,53,40,47,22,6,
940 110006914087,w192113,940 110009420489,w192163,Medium Shade,3,25,22,9,35,36,17,53,53,37,40,119,69,55,26,16,32,21,31,51,39,20
940 110006914087,w192113,940 110006544262,3748,Medium Shade,9,38,27,43,41,44,88,31,74,36,74,40,143,52,76,46,46,33,48,18,56,99
940 110006914087,w192113,940 110009539959,2407,Medium Shade,11,18,21,40,54,67,54,73,46,79,66,77,86,76,45,15,25,39,26,18,36,34
940 110006914087,w192113,940 110009423033,o22,Medium Shade,6,29,23,20,70,25,49,39,57,54,73,91,76,49,56,33,41,32,77,15,,
940 110006914087,w192113,940 110009538323,3751,Medium Shade,13,30,26,25,50,84,48,84,103,81,59,82,67,95,48,22,27,38,82,31,97,92
940 110006914087,w192113,940 110012567369,w192576,Medium Shade,6,30,37,34,42,56,51,40,58,98,36,14,16,42,5,,,,,,,
940 110006914087,w192113,940 110009538626,w9276,Medium Shade,12,34,21,44,57,51,56,60,68,70,91,72,142,250,62,47,30,43,79,57,48,44
940 110006914087,w192113,940 110012553583,w775,Medium Shade,21,26,27,36,76,124,42,62,100,49,60,58,109,30,44,40,29,17,39,43,19,66
940 110006914087,w192113,940 110009423237,3795,Medium Shade,19,46,31,41,53,83,69,66,63,90,69,45,47,48,61,31,31,34,37,31,57,51
940 110006914087,w192113,940 110012565445,W1538,Medium Shade,14,35,154,46,72,67,73,60,75,71,85,74,119,65,42,75,54,31,69,31,41,81
940 110006914087,w192113,940 110012566861,w192575,Medium Shade,9,41,42,35,57,51,73,58,107,93,132,99,104,53,63,107,44,30,45,53,72,15
940 110006914087,w192113,940 110012566817,o38,Medium Shade,12,72,55,33,41,37,65,116,91,96,98,52,96,76,121,27,47,68,41,14,,
940 110006914087,w192113,940 110009540843,w192055,Medium Shade,12,64,90,47,65,62,71,75,142,45,73,94,73,113,91,27,57,74,36,56,5,
940 110006914087,w192113,940 110009541060,3727,Medium Shade,16,46,44,39,75,58,84,72,75,65,49,131,85,41,48,35,55,35,46,19,,
940 110006914087,w192113,940 110009540824,w192083,Medium Shade,14,26,18,39,61,78,69,54,83,50,84,65,32,56,38,21,43,51,27,27,43,54
